"payment_month","user_id","new_users","user_revenue","new_revenue","churned_users","churned_revenue","returned_users","back_from_churn_revenue","expansion_mrr","contraction_mrr","customer_lifetime","customer_lifetime_value","game_name","language","has_older_device_model","age","age_groups"
2022-05-01,Grpkzd4XIHh+ZbTMNxnUGg==,,41.88,,,,,,6.33,,194,109.08,game 3,ru,false,30,"25-30"
2022-05-01,H2Tik+BqoLgAQX4uSw/8vA==,,12.09,,,,,,,-2.25,151,122.49,game 3,uk,false,30,"25-30"
2022-05-01,Hamw6F2EZmJfI2glmE2NEg==,,15.6,,,,,,,-26.64,208,242.97,game 3,ru,true,24,"18-24"
2022-05-01,HJccOn6v5KHqBa8wRu42oQ==,,18.84,,,,HJccOn6v5KHqBa8wRu42oQ==,18.84,,,200,99.78,game 3,uk,false,20,"18-24"
2022-05-01,HRBsRwGu5mkTvZBTNpA0tQ==,,20.85,,HRBsRwGu5mkTvZBTNpA0tQ==,20.85,,,,-38.79,51,80.49,game 3,ru,false,17,"14-17"
2022-05-01,hRkRI5YBVIH6bbqIDTbung==,,16.44,,hRkRI5YBVIH6bbqIDTbung==,16.44,,,,-50.82,38,83.70,game 3,uk,false,19,"18-24"
2022-05-01,HxWcXHURvvtOJkrXAcDxQg==,,122.94,,,,,,40.41,,301,612.63,game 3,uk,false,15,"14-17"
2022-05-01,IdKyooyTjAbvCA7p+ujKCw==,IdKyooyTjAbvCA7p+ujKCw==,153.54,153.54,,,,,,,226,483.54,game 3,uk,false,19,"18-24"
2022-05-01,ilnMSoPJHAYMegDX02XG+w==,,64.86,,ilnMSoPJHAYMegDX02XG+w==,64.86,,,10.83,,39,118.89,game 3,uk,false,25,"25-30"
2022-05-01,J6WNl39fdxaY8ZtvV8wNkw==,,24.99,,,,,,6.57,,96,101.40,game 3,uk,true,18,"18-24"
2022-05-01,jKSOgyMP0Yzld1pVpvyYrg==,jKSOgyMP0Yzld1pVpvyYrg==,15.06,15.06,,,,,,,178,53.97,game 3,uk,false,36,"36-40"
2022-05-01,Jp0hnV9XOJGVV5jpFhlqgQ==,,18.06,,,,,,,-38.10,269,422.28,game 3,uk,false,25,"25-30"
2022-05-01,jVhb69DTRT5TSWYEiUrlbg==,,54.27,,,,,,,-4.17,267,443.16,game 3,uk,false,20,"18-24"
2022-05-01,K/6KHxREKTlFZXRfBNVNuQ==,,13.26,,,,,,,-28.20,184,155.79,game 3,ru,false,19,"18-24"
2022-05-01,lCD23Awt3KotauWenCRr5w==,,90.75,,,,,,42.81,,72,161.67,game 3,uk,false,20,"18-24"
2022-05-01,lGI5+OCzV6nnDMpyZWtZAg==,lGI5+OCzV6nnDMpyZWtZAg==,17.25,17.25,lGI5+OCzV6nnDMpyZWtZAg==,17.25,,,,,1,17.25,game 3,ru,false,18,"18-24"
2022-05-01,lP6BWSFF4OZeWp0jrAHY9g==,lP6BWSFF4OZeWp0jrAHY9g==,13.2,13.2,,,,,,,223,78.96,game 3,uk,false,29,"25-30"
2022-05-01,LWAxWBdiFs/25YxI4ZGthA==,LWAxWBdiFs/25YxI4ZGthA==,86.46,86.46,,,,,,,48,105.00,game 3,ru,true,17,"14-17"
2022-05-01,MRcEXu/KG95hsIyJM/816A==,MRcEXu/KG95hsIyJM/816A==,37.98,37.98,,,,,,,193,186.93,game 3,uk,false,32,"31-35"
2022-05-01,nklUUkirU5GYU5ZtNOgx8w==,,40.62,,,,,,21.51,,226,164.22,game 3,ru,true,20,"18-24"
2022-05-01,nPrRQwP3UZo2KBlM2mJ8fg==,,70.08,,,,,,38.40,,270,483.72,game 3,uk,false,24,"18-24"
2022-05-01,o55dseByUOl9s5IQCz1kuQ==,,16.44,,,,,,,-70.44,153,170.19,game 3,uk,false,22,"18-24"
2022-05-01,ojVPXYZw2oeGtcmG7LcLGA==,,75.90,,,,,,54.57,,171,345.33,game 3,en,false,20,"18-24"
2022-05-01,orbgZNBGuhZZx63HTAbyIw==,,155.97,,,,,,93.84,,198,636.42,game 3,uk,false,25,"25-30"
2022-05-01,pLOCMIX+imLIzoDehgdOPA==,pLOCMIX+imLIzoDehgdOPA==,68.16,68.16,,,,,,,215,665.34,game 3,uk,false,22,"18-24"
2022-05-01,prNQwR2IPPsvGpFgOpcGaQ==,,95.52,,,,prNQwR2IPPsvGpFgOpcGaQ==,95.52,,,200,212.94,game 3,uk,false,14,"14-17"
2022-05-01,pz7LUOs9i7xgncmHVxQvOw==,,39.6,,,,,,20.1,,155,274.56,game 3,ru,false,24,"18-24"
2022-05-01,qEF/fPDQLJPXIx6RiSIP1A==,qEF/fPDQLJPXIx6RiSIP1A==,21.84,21.84,,,,,,,203,334.05,game 3,uk,false,20,"18-24"
2022-05-01,qqYyR2vRI+7pgiuyTnVM+A==,qqYyR2vRI+7pgiuyTnVM+A==,40.17,40.17,,,,,,,132,196.26,game 3,ru,false,19,"18-24"
2022-05-01,q/Tz1C31XWaBUDrRn2ezDw==,q/Tz1C31XWaBUDrRn2ezDw==,17.64,17.64,,,,,,,79,137.01,game 3,uk,false,21,"18-24"
2022-05-01,QZBiEFECZAgVl5IkN9/cFw==,QZBiEFECZAgVl5IkN9/cFw==,91.17,91.17,,,,,,,176,888.06,game 3,en,false,16,"14-17"
2022-05-01,RQBsCvxlogTNUidSygqgcQ==,RQBsCvxlogTNUidSygqgcQ==,12.18,12.18,,,,,,,207,201.60,game 3,uk,false,28,"25-30"
2022-05-01,RwtKwrRSrVpyAMRaDyhr8g==,RwtKwrRSrVpyAMRaDyhr8g==,24.06,24.06,,,,,,,201,159.63,game 3,uk,false,44,"41-45"
2022-05-01,s27V1tbCAysovKSY1XcdWQ==,,12.15,,,,,,,-27.33,98,88.14,game 3,uk,false,34,"31-35"
2022-05-01,S+4OKFlwA3L8VcjOt8TurA==,S+4OKFlwA3L8VcjOt8TurA==,15.24,15.24,,,,,,,40,64.38,game 3,uk,false,29,"25-30"
2022-05-01,ShEJVi+TtuQlvdw2uetd/Q==,,27.87,,,,,,,-104.10,63,191.97,game 3,uk,false,22,"18-24"
2022-05-01,TWDA+aUZ8OPMHOtz5cPPXA==,,27.42,,,,,,,-35.16,212,132.45,game 3,ru,false,20,"18-24"
2022-05-01,Uen3Ap0lnrgWVWJtFCSo7g==,,47.88,,,,Uen3Ap0lnrgWVWJtFCSo7g==,47.88,,,229,199.95,game 3,ru,false,17,"14-17"
2022-05-01,UNcp1RmIObUiGNqLDHjNVw==,UNcp1RmIObUiGNqLDHjNVw==,28.35,28.35,,,,,,,218,231.54,game 3,uk,false,16,"14-17"
2022-05-01,urYfKANRgMuaQO9lQnBgnQ==,urYfKANRgMuaQO9lQnBgnQ==,12.66,12.66,,,,,,,49,48.27,game 3,uk,false,31,"31-35"
2022-05-01,V7J42heW8l19wiBJ8UpRyw==,,42.72,,,,,,5.88,,275,545.46,game 3,ru,false,25,"25-30"
2022-05-01,W6fRYNhsTNHQkvkoFEUaVQ==,,95.91,,,,,,38.19,,286,472.20,game 3,uk,false,16,"14-17"
2022-05-01,WDsSR+yQGqoMMBfCxqkZlw==,WDsSR+yQGqoMMBfCxqkZlw==,49.05,49.05,,,,,,,191,360.51,game 3,uk,false,24,"18-24"
2022-05-01,wDXJbTe2RLmAMKsPm5zZDg==,wDXJbTe2RLmAMKsPm5zZDg==,74.01,74.01,,,,,,,171,582.00,game 3,ru,false,17,"14-17"
2022-05-01,Wi8qtp9drPDZD0laCPi2Ng==,Wi8qtp9drPDZD0laCPi2Ng==,12.99,12.99,,,,,,,217,66.81,game 3,uk,false,26,"25-30"
2022-05-01,wjWDL/+l9D+LVt/9gNMH5Q==,wjWDL/+l9D+LVt/9gNMH5Q==,12.12,12.12,,,,,,,174,258.27,game 3,ru,false,20,"18-24"
2022-05-01,Wua5DlzLb2yNeSrcG9Xi3g==,,68.73,,,,,,8.88,,201,172.53,game 3,uk,false,23,"18-24"
2022-05-01,xiXTXOEbWU+HnGOUmgc9/w==,,73.29,,,,,,,-26.55,133,271.59,game 3,uk,false,20,"18-24"
2022-05-01,xnLJlU804PSS9tXKmm7gZQ==,,96.06,,,,,,69.45,,243,353.61,game 3,ru,true,21,"18-24"
2022-05-01,xVwGwMaEG1yZydv5VIfEQA==,xVwGwMaEG1yZydv5VIfEQA==,17.4,17.4,,,,,,,208,246.75,game 3,uk,false,22,"18-24"
2022-05-01,Y/nf8iBu/UCaNAuIRRjVwA==,,15.33,,,,,,,-5.10,221,263.34,game 3,uk,false,15,"14-17"
2022-05-01,Z7/6qvk8WKH3uR6IMYlCxw==,Z7/6qvk8WKH3uR6IMYlCxw==,12.09,12.09,,,,,,,185,100.44,game 3,uk,false,30,"25-30"
2022-05-01,ZmjMhgyYl6o8iFq964FEWg==,,27.0,,,,,,,-29.70,264,433.83,game 3,ru,false,17,"14-17"
2022-05-01,zmZPan/KZoyrIR2r/SvLdA==,zmZPan/KZoyrIR2r/SvLdA==,133.14,133.14,,,,,,,235,590.07,game 3,ru,false,15,"14-17"
2022-05-01,zSepnWFgLH0tQb1s4mxKZQ==,,16.05,,,,,,,-55.47,278,335.01,game 3,uk,false,24,"18-24"
2022-05-01,ZxxZ87IcpgSh4lQ/VSIjnA==,,38.76,,,,,,,-3.42,248,338.40,game 3,uk,false,22,"18-24"
2022-06-01,"06RPvlsFPCmM9ag+iSM/Ag==",,29.07,,,,,,0.75,,237,227.79,game 3,ru,false,34,"31-35"
2022-06-01,"0A5RkQrm+GBgG7KSFk/xhw==",,48.21,,,,,,34.41,,185,299.76,game 3,uk,false,31,"31-35"
2022-06-01,"1jx1AjqUwE9sbCyafQnUNQ==","1jx1AjqUwE9sbCyafQnUNQ==",56.13,56.13,,,,,,,193,212.79,game 3,ru,false,25,"25-30"
2022-06-01,"2FYEYdoJMUOtbJ6TruruWA==",,22.47,,,,,,,-7.86,239,234.78,game 3,ru,false,20,"18-24"
2022-06-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",,25.35,,,,,,,-46.71,229,240.45,game 3,uk,false,23,"18-24"
2022-06-01,"3iITAz/ADjFv3PDTgTjxSg==",,34.35,,,,,,18.66,,166,321.60,game 3,ru,false,16,"14-17"
2022-06-01,"3KHhqZr7/1n2+bTP13WuXA==","3KHhqZr7/1n2+bTP13WuXA==",74.85,74.85,,,,,,,144,172.53,game 3,uk,false,16,"14-17"
2022-06-01,"3Whh6FLR1MSfsuHKVdCEYQ==",,20.13,,,,,,7.77,,253,171.57,game 3,uk,true,21,"18-24"
2022-06-01,"3Xuq0acIoGEgw19qflIoog==","3Xuq0acIoGEgw19qflIoog==",12.69,12.69,,,,,,,125,139.50,game 3,uk,false,25,"25-30"
2022-06-01,"4b7l8C489HEJirtoe7xtFg==",,22.83,,,,,,,-3.57,275,268.41,game 3,uk,true,20,"18-24"
2022-06-01,"4btLP2zvi8eBV0t08fdkKQ==",,27.87,,,,,,,-63.81,261,467.37,game 3,ru,false,20,"18-24"
2022-06-01,"4pssft0TgDfiQexjbe25lw==","4pssft0TgDfiQexjbe25lw==",14.76,14.76,,,,,,,167,126.39,game 3,ru,false,26,"25-30"
2022-06-01,"6We7zBO7mVbNxGEl/xPKVg==",,28.95,,,,,,6.21,,215,556.86,game 3,uk,false,19,"18-24"
2022-06-01,"72brUr/DKItStlTen5pHYg==",,86.91,,,,,,66.99,,227,262.56,game 3,uk,false,24,"18-24"
2022-06-01,"75lEf3nSWLSf6GncqhR9gQ==",,86.85,,,,,,28.59,,178,288.21,game 3,ru,false,22,"18-24"
2022-06-01,"787jk0VnxM8/sv/0TkvO6A==",,97.95,,,,,,61.20,,270,470.73,game 3,uk,false,20,"18-24"
2022-06-01,"7EPlnA7OQ9MhMx+od6FA9g==",,12.39,,,,,,,-38.79,294,440.16,game 3,ru,false,23,"18-24"
2022-06-01,"7ew71UmoMb73L41PM/YL/w==",,34.11,,,,,,2.01,,174,235.83,game 3,uk,false,17,"14-17"
2022-06-01,"7GE5h/3N3lcro3K9T3aujw==",,144.75,,,,,,25.80,,215,722.67,game 3,ru,false,32,"31-35"
2022-06-01,"7zbxKst2yi3pfdVI8iEChw==",,13.05,,,,"7zbxKst2yi3pfdVI8iEChw==",13.05,,,260,67.71,game 3,ru,false,15,"14-17"
2022-06-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",,88.08,,,,,,75.60,,222,402.24,game 3,ru,false,24,"18-24"
2022-06-01,A1qVjssGQ+ZUWZu3Z5DzTA==,,107.40,,,,A1qVjssGQ+ZUWZu3Z5DzTA==,107.40,,,238,331.26,game 3,uk,false,24,"18-24"
2022-06-01,AN9at3LlvDamqXq8dvHD4w==,,18.99,,,,,,,-47.58,295,455.70,game 3,ru,false,24,"18-24"
2022-06-01,aQDvOXzsDAJWi3Y47ptRPg==,,19.08,,aQDvOXzsDAJWi3Y47ptRPg==,19.08,,,,-20.22,40,73.59,game 3,ru,false,20,"18-24"
2022-06-01,b3TBQFxyCxxypmPajF+jXw==,,71.31,,b3TBQFxyCxxypmPajF+jXw==,71.31,,,42.63,,76,128.79,game 3,uk,true,15,"14-17"
2022-06-01,B4b6v6eUHvAVOeAQk6EEiw==,,96.33,,,,B4b6v6eUHvAVOeAQk6EEiw==,96.33,,,256,385.41,game 3,ru,false,23,"18-24"
2022-06-01,b6lW5fOrJiJUE7dwhEp9VQ==,,41.07,,,,,,,-53.04,243,432.60,game 3,ru,false,17,"14-17"
2022-06-01,Bcs3CbYx2EpbL9otxlEUmg==,,31.38,,,,,,0.66,,238,504.15,game 3,uk,true,18,"18-24"
2022-06-01,BDvlXttM/hbupcLic+5ZWg==,,46.53,,,,,,33.60,,204,199.98,game 3,uk,false,29,"25-30"
2022-06-01,BJlqmsfEshc/QjsD7VgEjg==,,113.76,,,,BJlqmsfEshc/QjsD7VgEjg==,113.76,,,144,165.93,game 3,ru,false,18,"18-24"
2022-06-01,BTD3ZjLKfkT6ZRBT9zRwtg==,,46.20,,,,,,,-19.53,211,264.96,game 3,uk,true,14,"14-17"
2022-06-01,crKNTIblJ0113SKEtSJQHw==,,29.97,,,,,,,-64.02,220,423.36,game 3,uk,false,16,"14-17"
2022-06-01,DAMO0tILVRlXZhYONdvs0Q==,DAMO0tILVRlXZhYONdvs0Q==,53.55,53.55,,,,,,,145,279.84,game 3,uk,false,15,"14-17"
2022-06-01,Dbff3x5cRk6/tUY3WQdzFQ==,,32.37,,,,,,1.17,,176,335.76,game 3,uk,false,21,"18-24"
2022-06-01,DorDcyqBWMg5IEaflqn5Xw==,,13.89,,,,,,,-23.73,269,257.76,game 3,ru,false,23,"18-24"
2022-06-01,dp8g3Zsy2hCfov8GumRuWg==,dp8g3Zsy2hCfov8GumRuWg==,13.89,13.89,dp8g3Zsy2hCfov8GumRuWg==,13.89,,,,,1,13.89,game 3,ru,false,19,"18-24"
2022-06-01,dpfu6t8G4blqMn55KM8bSg==,,17.64,,,,,,,-15.51,192,400.32,game 3,uk,false,16,"14-17"
2022-06-01,DqezK7HAqZ+GovyRuzxD1A==,,86.49,,,,,,14.34,,102,362.34,game 3,uk,false,23,"18-24"
2022-06-01,e/6IajqZ922YY1rh2ErMJQ==,e/6IajqZ922YY1rh2ErMJQ==,33.51,33.51,,,,,,,191,876.60,game 3,en,false,25,"25-30"
2022-06-01,eCd4MBHIR4qUWapg05TFLQ==,,25.65,,,,,,11.10,,218,242.04,game 3,ru,false,18,"18-24"
2022-06-01,eoqO46DzxSrKA2rredUNyQ==,eoqO46DzxSrKA2rredUNyQ==,13.5,13.5,,,,,,,125,320.94,game 3,uk,false,24,"18-24"
2022-06-01,er3/fOrRpmyqiRaC0CaFcg==,,103.71,,,,,,56.49,,218,412.17,game 3,uk,false,21,"18-24"
2022-06-01,F9Jtg6+0qPUKWDgBJxG8cA==,,89.07,,,,F9Jtg6+0qPUKWDgBJxG8cA==,89.07,,,197,221.64,game 3,ru,false,18,"18-24"
2022-06-01,fDgyPW0yy0+9ietMvl0vmA==,fDgyPW0yy0+9ietMvl0vmA==,19.98,19.98,,,,,,,168,152.97,game 3,ru,false,18,"18-24"
2022-06-01,GEAVJz1gd3SThbDZR01fcA==,,36.06,,,,,,,-12.24,191,333.36,game 3,uk,false,14,"14-17"
2022-06-01,geIiJ1L04w2qAE0qzQUb2g==,geIiJ1L04w2qAE0qzQUb2g==,51.24,51.24,,,,,,,143,270.12,game 3,uk,false,23,"18-24"
2022-06-01,Ghk2iJmzSUW4qLsmJgwOcw==,,82.80,,,,,,15.51,,279,696.72,game 3,uk,false,16,"14-17"
2022-06-01,gPRMy8HkmaiyX+13OxuP/A==,,41.52,,,,,,19.35,,217,343.20,game 3,ru,false,21,"18-24"
2022-06-01,Grpkzd4XIHh+ZbTMNxnUGg==,,14.49,,,,,,,-27.39,194,109.08,game 3,ru,false,30,"25-30"
2022-06-01,GUNmu9bjwltT1/vYgzDEDQ==,GUNmu9bjwltT1/vYgzDEDQ==,13.56,13.56,GUNmu9bjwltT1/vYgzDEDQ==,13.56,,,,,1,13.56,game 3,uk,true,16,"14-17"
2022-06-01,H2Tik+BqoLgAQX4uSw/8vA==,,51.21,,,,,,39.12,,151,122.49,game 3,uk,false,30,"25-30"
2022-06-01,Hamw6F2EZmJfI2glmE2NEg==,,32.07,,,,,,16.47,,208,242.97,game 3,ru,true,24,"18-24"
2022-06-01,HjI8n/FVfaGZ4bIEwrZPGw==,HjI8n/FVfaGZ4bIEwrZPGw==,31.80,31.80,HjI8n/FVfaGZ4bIEwrZPGw==,31.80,,,,,11,31.80,game 3,ru,false,29,"25-30"
2022-06-01,HxWcXHURvvtOJkrXAcDxQg==,,66.96,,,,,,,-55.98,301,612.63,game 3,uk,false,15,"14-17"
2022-06-01,IdKyooyTjAbvCA7p+ujKCw==,,103.14,,,,,,,-50.40,226,483.54,game 3,uk,false,19,"18-24"
2022-06-01,iFFApiXZ2wPdS666BLpKZw==,,34.89,,,,iFFApiXZ2wPdS666BLpKZw==,34.89,,,191,248.28,game 3,uk,false,18,"18-24"
2022-06-01,ildaqkizLaFesmkjCvlzmQ==,ildaqkizLaFesmkjCvlzmQ==,54.54,54.54,,,,,,,147,192.15,game 3,uk,false,24,"18-24"
2022-06-01,J6WNl39fdxaY8ZtvV8wNkw==,,41.85,,J6WNl39fdxaY8ZtvV8wNkw==,41.85,,,16.86,,96,101.40,game 3,uk,true,18,"18-24"
2022-06-01,JBV4ilPNTtWevrqq146kyg==,JBV4ilPNTtWevrqq146kyg==,16.38,16.38,,,,,,,20,50.97,game 3,uk,false,43,"41-45"
2022-06-01,Jp0hnV9XOJGVV5jpFhlqgQ==,,63.39,,,,,,45.33,,269,422.28,game 3,uk,false,25,"25-30"
2022-06-01,jVhb69DTRT5TSWYEiUrlbg==,,66.45,,,,,,12.18,,267,443.16,game 3,uk,false,20,"18-24"
2022-06-01,K/6KHxREKTlFZXRfBNVNuQ==,,14.64,,,,,,1.38,,184,155.79,game 3,ru,false,19,"18-24"
2022-06-01,Lug+Yg90jslWgHEN6dc+Ng==,,18.66,,,,Lug+Yg90jslWgHEN6dc+Ng==,18.66,,,264,298.92,game 3,uk,false,21,"18-24"
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,,18.54,,LWAxWBdiFs/25YxI4ZGthA==,18.54,,,,-67.92,48,105.00,game 3,ru,true,17,"14-17"
2022-06-01,MRcEXu/KG95hsIyJM/816A==,,23.4,,,,,,,-14.58,193,186.93,game 3,uk,false,32,"31-35"
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,,65.25,,,,,,,-4.83,270,483.72,game 3,uk,false,24,"18-24"
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,,13.26,,,,,,,-3.18,153,170.19,game 3,uk,false,22,"18-24"
2022-06-01,ojVPXYZw2oeGtcmG7LcLGA==,,98.37,,,,,,22.47,,171,345.33,game 3,en,false,20,"18-24"
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,,117.48,,,,,,,-38.49,198,636.42,game 3,uk,false,25,"25-30"
2022-06-01,Ox0UcaMHdCuTLe5/JQrJMQ==,Ox0UcaMHdCuTLe5/JQrJMQ==,17.76,17.76,,,,,,,98,125.55,game 3,ru,false,18,"18-24"
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,,55.53,,,,,,,-12.63,215,665.34,game 3,uk,false,22,"18-24"
2022-06-01,pz7LUOs9i7xgncmHVxQvOw==,,89.61,,,,,,50.01,,155,274.56,game 3,ru,false,24,"18-24"
2022-06-01,qEF/fPDQLJPXIx6RiSIP1A==,,32.04,,,,,,10.20,,203,334.05,game 3,uk,false,20,"18-24"
2022-06-01,qmZRB16NnnCdNHWUcSyVDQ==,qmZRB16NnnCdNHWUcSyVDQ==,52.83,52.83,,,,,,,197,268.71,game 3,ru,false,37,"36-40"
2022-06-01,QoHEss2e+b385deeX2p39Q==,QoHEss2e+b385deeX2p39Q==,41.04,41.04,,,,,,,123,284.49,game 3,ru,false,22,"18-24"
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,,36.84,,,,,,,-3.33,132,196.26,game 3,ru,false,19,"18-24"
2022-06-01,q/Tz1C31XWaBUDrRn2ezDw==,,72.48,,,,,,54.84,,79,137.01,game 3,uk,false,21,"18-24"
2022-06-01,QZBiEFECZAgVl5IkN9/cFw==,,41.88,,,,,,,-49.29,176,888.06,game 3,en,false,16,"14-17"
2022-06-01,r9AjQVS2nstu5lpVmDlihA==,r9AjQVS2nstu5lpVmDlihA==,53.28,53.28,,,,,,,199,306.81,game 3,ru,false,22,"18-24"
2022-06-01,RQBsCvxlogTNUidSygqgcQ==,,17.07,,,,,,4.89,,207,201.60,game 3,uk,false,28,"25-30"
2022-06-01,RsmjZqhi61Kd7U5ihaXhDw==,RsmjZqhi61Kd7U5ihaXhDw==,68.58,68.58,,,,,,,192,119.19,game 3,uk,false,30,"25-30"
2022-06-01,rw8yxS9+t5PvgINa7EhMvQ==,rw8yxS9+t5PvgINa7EhMvQ==,49.92,49.92,,,,,,,192,331.29,game 3,uk,true,18,"18-24"
2022-06-01,RwtKwrRSrVpyAMRaDyhr8g==,,63.78,,,,,,39.72,,201,159.63,game 3,uk,false,44,"41-45"
2022-06-01,S+4OKFlwA3L8VcjOt8TurA==,,29.16,,,,,,13.92,,40,64.38,game 3,uk,false,29,"25-30"
2022-06-01,sCKPcG1GIuOo593nRuu1Cw==,sCKPcG1GIuOo593nRuu1Cw==,61.11,61.11,,,,,,,210,257.28,game 3,uk,false,25,"25-30"
2022-06-01,ShEJVi+TtuQlvdw2uetd/Q==,,32.13,,ShEJVi+TtuQlvdw2uetd/Q==,32.13,,,4.26,,63,191.97,game 3,uk,false,22,"18-24"
2022-06-01,SyWxmJ+Ha8K2C9UJt8blVA==,,63.45,,,,SyWxmJ+Ha8K2C9UJt8blVA==,63.45,,,267,232.74,game 3,ru,false,25,"25-30"
2022-06-01,to3TWHIKMGoINAlfTdWn+w==,to3TWHIKMGoINAlfTdWn+w==,35.34,35.34,,,,,,,60,71.13,game 3,uk,false,28,"25-30"
2022-06-01,T+RA0/fgzbUBLF89D4AEDA==,,31.44,,,,T+RA0/fgzbUBLF89D4AEDA==,31.44,,,200,177.33,game 3,ru,false,23,"18-24"
2022-06-01,TWDA+aUZ8OPMHOtz5cPPXA==,,14.07,,,,,,,-13.35,212,132.45,game 3,ru,false,20,"18-24"
2022-06-01,Uen3Ap0lnrgWVWJtFCSo7g==,,55.23,,,,,,7.35,,229,199.95,game 3,ru,false,17,"14-17"
2022-06-01,urYfKANRgMuaQO9lQnBgnQ==,,13.26,,,,,,0.60,,49,48.27,game 3,uk,false,31,"31-35"
2022-06-01,V7J42heW8l19wiBJ8UpRyw==,,31.95,,,,,,,-10.77,275,545.46,game 3,ru,false,25,"25-30"
2022-06-01,v9uJC6CIm0KR00+LpWQUBg==,v9uJC6CIm0KR00+LpWQUBg==,30.87,30.87,,,,,,,182,337.71,game 3,uk,false,18,"18-24"
2022-06-01,Veep00i4vvZbTAVD6GMoiA==,,36.78,,,,Veep00i4vvZbTAVD6GMoiA==,36.78,,,233,389.67,game 3,uk,false,38,"36-40"
2022-06-01,W6fRYNhsTNHQkvkoFEUaVQ==,,55.02,,,,,,,-40.89,286,472.20,game 3,uk,false,16,"14-17"
2022-06-01,WDsSR+yQGqoMMBfCxqkZlw==,,91.05,,,,,,42.00,,191,360.51,game 3,uk,false,24,"18-24"
2022-06-01,wDXJbTe2RLmAMKsPm5zZDg==,,204.48,,,,,,130.47,,171,582.00,game 3,ru,false,17,"14-17"
2022-06-01,Wi8qtp9drPDZD0laCPi2Ng==,,14.04,,,,,,1.05,,217,66.81,game 3,uk,false,26,"25-30"
2022-06-01,wjWDL/+l9D+LVt/9gNMH5Q==,,13.08,,,,,,0.96,,174,258.27,game 3,ru,false,20,"18-24"
2022-06-01,WSQTlRZJRg4Rb+rqe56nJg==,WSQTlRZJRg4Rb+rqe56nJg==,14.7,14.7,,,,,,,170,169.05,game 3,uk,false,26,"25-30"
2022-06-01,xiXTXOEbWU+HnGOUmgc9/w==,,15.06,,,,,,,-58.23,133,271.59,game 3,uk,false,20,"18-24"
2022-06-01,xnLJlU804PSS9tXKmm7gZQ==,,35.88,,,,,,,-60.18,243,353.61,game 3,ru,true,21,"18-24"
2022-06-01,xt/PY4N2zkZQgtlZ9Cg82w==,xt/PY4N2zkZQgtlZ9Cg82w==,67.71,67.71,,,,,,,200,382.65,game 3,ru,false,24,"18-24"
2022-06-01,Y/nf8iBu/UCaNAuIRRjVwA==,,41.13,,,,,,25.80,,221,263.34,game 3,uk,false,15,"14-17"
2022-06-01,Z7/6qvk8WKH3uR6IMYlCxw==,,14.43,,,,,,2.34,,185,100.44,game 3,uk,false,30,"25-30"
2022-06-01,ZgTMXDOYCQOiAw4VI8H7AA==,ZgTMXDOYCQOiAw4VI8H7AA==,14.55,14.55,,,,,,,177,237.99,game 3,uk,false,25,"25-30"
2022-06-01,ZmjMhgyYl6o8iFq964FEWg==,,68.58,,,,,,41.58,,264,433.83,game 3,ru,false,17,"14-17"
2022-06-01,zSepnWFgLH0tQb1s4mxKZQ==,,25.56,,,,,,9.51,,278,335.01,game 3,uk,false,24,"18-24"
2022-06-01,ZU1vF9G4TjB+iEZ001MU3g==,ZU1vF9G4TjB+iEZ001MU3g==,17.22,17.22,,,,,,,182,91.32,game 3,ru,false,29,"25-30"
2022-06-01,ZxxZ87IcpgSh4lQ/VSIjnA==,,71.97,,,,,,33.21,,248,338.40,game 3,uk,false,22,"18-24"
2022-07-01,"06RPvlsFPCmM9ag+iSM/Ag==",,25.23,,,,,,,-3.84,237,227.79,game 3,ru,false,34,"31-35"
2022-07-01,"0A5RkQrm+GBgG7KSFk/xhw==",,52.77,,,,,,4.56,,185,299.76,game 3,uk,false,31,"31-35"
2022-07-01,"14RMzQMoG017OLkaDBFjng==","14RMzQMoG017OLkaDBFjng==",14.43,14.43,,,,,,,136,27.18,game 3,uk,false,36,"36-40"
2022-07-01,"1jx1AjqUwE9sbCyafQnUNQ==",,16.29,,,,,,,-39.84,193,212.79,game 3,ru,false,25,"25-30"
2022-07-01,"2FYEYdoJMUOtbJ6TruruWA==",,24.84,,,,,,2.37,,239,234.78,game 3,ru,false,20,"18-24"
2022-07-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",,38.10,,,,,,12.75,,229,240.45,game 3,uk,false,23,"18-24"
2022-07-01,"3iITAz/ADjFv3PDTgTjxSg==",,50.58,,,,,,16.23,,166,321.60,game 3,ru,false,16,"14-17"
2022-07-01,"3rCdNEPkh3vwmYB0BVadEw==",,21.87,,,,"3rCdNEPkh3vwmYB0BVadEw==",21.87,,,88,62.07,game 3,ru,false,27,"25-30"
2022-07-01,"3Whh6FLR1MSfsuHKVdCEYQ==",,15.78,,,,,,,-4.35,253,171.57,game 3,uk,true,21,"18-24"
